Time,00-17-0d-00-00-30-60-ef,00-17-0d-00-00-38-0f-66,00-17-0d-00-00-3f-f8-20,00-17-0d-00-00-3f-fe-87,00-17-0d-00-00-3f-fe-88
2016-09-11T13:00:00.000Z,15.146,19.37,19.2655,18.93,19.0389473684
2016-09-11T13:10:00.000Z,15.643,20.599,20.4994736842,19.7563157895,20.1626315789
2016-09-11T13:20:00.000Z,16.4357894737,21.5684210526,20.6115789474,20.5063157895,21.0595
2016-09-11T13:30:00.000Z,17.2635,22.3815789474,21.6825,21.3745,21.9321052632
2016-09-11T13:40:00.000Z,17.9794736842,22.593,21.6526315789,22.2321052632,22.8005555556
2016-09-11T13:50:00.000Z,18.3763157895,22.7026315789,21.4505263158,22.6389473684,22.848
2016-09-11T14:00:00.000Z,18.7675,22.8094736842,21.4265,22.747,23.1947368421
2016-09-11T14:10:00.000Z,19.1668421053,23.3465,21.4047368421,23.1742105263,23.458
2016-09-11T14:20:00.000Z,19.6915789474,24.1257894737,21.4047368421,23.58,24.0942105263
2016-09-11T14:30:00.000Z,20.293,24.55,21.5325,24.0836842105,24.66
2016-09-11T14:40:00.000Z,20.9473684211,25.385,21.9563157895,24.8942105263,25.7795
2016-09-11T14:50:00.000Z,21.3868421053,26.2168421053,22.3373684211,25.5145,26.4322222222
2016-09-11T15:00:00.000Z,22.045,26.6325,22.535,26.0021052632,26.8168421053
2016-09-11T15:10:00.000Z,22.5177777778,27.0178947368,23.1673684211,26.5783333333,27.67
2016-09-11T15:20:00.000Z,23.203,27.3942105263,24.079,27.13,28.2168421053
2016-09-11T15:30:00.000Z,23.9868421053,27.9965,24.8557894737,27.9610526316,29.2363157895
2016-09-11T15:40:00.000Z,24.0731578947,27.6966666667,25.2431578947,27.9715789474,29.064
2016-09-11T15:50:00.000Z,24.5965,28.8605263158,26.038,28.596,30.1147368421
2016-09-11T16:00:00.000Z,25.3610526316,29.154,26.6994736842,29.2668421053,30.7136842105
2016-09-11T16:10:00.000Z,25.66,29.063,26.8761111111,29.4826315789,30.9294736842
2016-09-11T16:20:00.000Z,25.8305,29.3431578947,27.017,29.686,30.9821052632
2016-09-11T16:30:00.000Z,26.9978947368,30.5725,27.8989473684,30.642,31.8835
2016-09-11T16:40:00.000Z,27.2336842105,30.359,27.7963157895,30.4789473684,31.842
2016-09-11T16:50:00.000Z,27.9521052632,31.0042105263,28.6610526316,31.019,32.7266666667
2016-09-11T17:00:00.000Z,28.3884210526,31.1321052632,28.7515789474,31.1968421053,32.7484210526
2016-09-11T17:10:00.000Z,28.646,31.3131578947,28.9355,31.3784210526,32.7905263158
2016-09-11T17:20:00.000Z,28.8278947368,31.955,29.3652631579,31.7415789474,33.093
2016-09-11T17:30:00.000Z,29.5794736842,32.6957894737,29.8368421053,32.0765,33.6284210526
2016-09-11T17:40:00.000Z,29.7685,32.544,29.946,31.8921052632,33.86
2016-09-11T17:50:00.000Z,30.6084210526,33.0910526316,31.3111111111,32.4268421053,34.4385
2016-09-11T18:00:00.000Z,30.6525,33.1226315789,31.5215,32.8685,34.6026315789
2016-09-11T18:10:00.000Z,30.551,33.4557894737,31.1495,32.7765,34.6105
2016-09-11T18:20:00.000Z,31.0894736842,33.849,32.1136842105,33.031,34.8145
2016-09-11T18:30:00.000Z,31.3357894737,34.4747368421,32.27,32.808,35.2015
2016-09-11T18:40:00.000Z,31.313,34.8994444444,32.4715,33.0789473684,35.2021052632
2016-09-11T18:50:00.000Z,31.2163157895,35.363,32.8547368421,33.0794736842,35.516
2016-09-11T19:00:00.000Z,31.3142105263,36.2089473684,33.22,33.2345,35.5657894737
2016-09-11T19:10:00.000Z,31.405,34.7531578947,33.26,33.4568421053,35.49
2016-09-11T19:20:00.000Z,30.8426315789,34.5705,32.5688888889,32.8994736842,34.632
2016-09-11T19:30:00.000Z,31.09,34.6352631579,32.63,32.9078947368,34.7094736842
2016-09-11T19:40:00.000Z,30.8765,34.3573684211,32.4275,32.686,34.4952631579
2016-09-11T19:50:00.000Z,30.6921052632,34.2745,32.5957894737,32.6952631579,34.3865
2016-09-11T20:00:00.000Z,30.6394736842,33.8742105263,32.4815,32.6555,34.1326315789
2016-09-11T20:10:00.000Z,30.49,33.3268421053,32.204,32.63,34.1094736842
2016-09-11T20:20:00.000Z,30.0184210526,33.398,32.0231578947,32.4378947368,33.6068421053
2016-09-11T20:30:00.000Z,30.9068421053,33.9815789474,33.2563157895,32.768,34.4321052632
2016-09-11T20:40:00.000Z,30.521,33.5426315789,32.3,32.4525,33.8426315789
2016-09-11T20:50:00.000Z,29.7772222222,33.1145,31.5636842105,32.1384210526,33.3595
2016-09-11T21:00:00.000Z,29.16,32.6305263158,30.8305555556,31.4968421053,32.676
2016-09-11T21:10:00.000Z,28.7957894737,31.8505263158,30.6755555556,31.233,32.025
2016-09-11T21:20:00.000Z,28.1475,30.8405555556,29.8715,30.5005263158,31.1405
2016-09-11T21:30:00.000Z,27.1268421053,30.0215,28.6585,29.9244444444,30.1845
2016-09-11T21:40:00.000Z,26.0136842105,29.1394736842,27.4826315789,29.0245,29.2152631579
2016-09-11T21:50:00.000Z,24.627,28.1326315789,25.7415,28.0021052632,27.8863157895
2016-09-11T22:00:00.000Z,23.0878947368,26.521,23.8731578947,26.8373684211,26.319
2016-09-11T22:10:00.000Z,21.1078947368,24.566,21.8105263158,24.8485,24.0826315789
2016-09-11T22:20:00.000Z,19.6115,23.0873684211,20.075,23.2926315789,22.5947368421
2016-09-11T22:30:00.000Z,18.7394736842,22.014,19.2984210526,22.21,21.5875
2016-09-11T22:40:00.000Z,18.3536842105,21.5678947368,18.9178947368,21.8,21.0110526316
2016-09-11T22:50:00.000Z,17.9135,20.8926315789,18.489,21.4831578947,20.7336842105
2016-09-11T23:00:00.000Z,17.7005263158,20.794,18.4594736842,21.4078947368,20.6295
2016-09-11T23:10:00.000Z,17.781,21.0657894737,18.4775,21.2625,20.6352631579
2016-09-11T23:20:00.000Z,17.5831578947,20.8355,18.3805263158,21.3431578947,20.5705263158
2016-09-11T23:30:00.000Z,17.4994736842,20.6784210526,17.978,20.9473684211,20.2815
2016-09-11T23:40:00.000Z,17.2625,20.3457894737,17.935,20.65,19.9373684211
2016-09-11T23:50:00.000Z,16.8021052632,20.1095,17.5384210526,20.4957894737,19.765
2016-09-12T00:00:00.000Z,16.6305263158,19.6725,17.369,20.1805,19.4026315789
2016-09-12T00:10:00.000Z,16.1989473684,19.4568421053,16.9552631579,19.9844444444,19.1889473684
2016-09-12T00:20:00.000Z,15.847,19.2542105263,16.444,19.51,18.7510526316
2016-09-12T00:30:00.000Z,15.6215789474,18.7875,16.2047368421,19.2,18.5345
2016-09-12T00:40:00.000Z,15.2905263158,18.5042105263,15.7789473684,18.737,17.99
2016-09-12T00:50:00.000Z,15.0235,18.219,15.5275,18.4605263158,17.7447368421
2016-09-12T01:00:00.000Z,14.5957894737,17.8831578947,15.2415,18.12,17.4765
2016-09-12T01:10:00.000Z,14.3689473684,17.6473684211,14.9189473684,17.7973684211,17.2947368421
2016-09-12T01:20:00.000Z,13.965,17.2515789474,14.6005,17.477,16.9005263158
2016-09-12T01:30:00.000Z,13.8021052632,16.8565,14.2094736842,17.3484210526,16.6525
2016-09-12T01:40:00.000Z,13.5463157895,16.7268421053,13.931,16.9085,16.2752631579
2016-09-12T01:50:00.000Z,13.2945,16.48,13.7705,16.7168421053,16.1457894737
2016-09-12T02:00:00.000Z,13.0742105263,16.192,13.5936842105,16.7489473684,16.2125
2016-09-12T02:10:00.000Z,12.7115789474,15.9485,13.2247368421,16.4585,15.8784210526
2016-09-12T02:20:00.000Z,12.3475,15.7245,12.8563157895,16.07,15.4931578947
2016-09-12T02:30:00.000Z,12.1515789474,15.3657894737,12.7652631579,15.836,15.2785
2016-09-12T02:40:00.000Z,11.949,15.1726315789,12.514,15.8142105263,15.0447368421
2016-09-12T02:50:00.000Z,11.8621052632,14.9315,12.4852631579,15.6542105263,14.9915
2016-09-12T03:00:00.000Z,11.7136842105,14.809,12.269,15.521,14.6910526316
2016-09-12T03:10:00.000Z,11.838,14.7175,12.2505263158,15.3757894737,14.5947368421
2016-09-12T03:20:00.000Z,11.471,14.3915789474,11.7668421053,15.185,14.5155
2016-09-12T03:30:00.000Z,10.9025,13.9526315789,11.363,14.5294736842,14.1989473684
2016-09-12T03:40:00.000Z,10.1184210526,13.386,10.8047368421,14.0715789474,13.6305
2016-09-12T03:50:00.000Z,9.754,12.9994736842,10.3645,13.5185,13.2152631579
2016-09-12T04:00:00.000Z,9.5721052632,12.787,10.2205263158,13.3261111111,13.0105
2016-09-12T04:10:00.000Z,9.5284210526,12.5921052632,10.1652631579,13.1725,12.9989473684
2016-09-12T04:20:00.000Z,9.459,12.645,9.98,13.1133333333,12.8931578947
2016-09-12T04:30:00.000Z,9.2238888889,12.132,9.5357894737,12.9578947368,12.5305
2016-09-12T04:40:00.000Z,9.021,11.8847368421,9.21,12.459,12.2578947368
2016-09-12T04:50:00.000Z,9.0042105263,11.9495,9.4338888889,12.5694736842,12.3155
2016-09-12T05:00:00.000Z,8.9931578947,12.0752631579,9.5415,12.6845,12.4742105263
2016-09-12T05:10:00.000Z,9.3775,12.3265,9.863,13.0421052632,12.7863157895
2016-09-12T05:20:00.000Z,9.8721052632,12.8515789474,10.246,13.4389473684,13.112
2016-09-12T05:30:00.000Z,10.181,12.9989473684,10.501,13.803,13.2535
2016-09-12T05:40:00.000Z,10.3310526316,13.306,10.651,14.0494736842,13.4585
2016-09-12T05:50:00.000Z,9.9247368421,13.0747368421,10.383,13.702,13.2236842105
2016-09-12T06:00:00.000Z,9.459,12.674,10.0965,13.2131578947,13.0536842105
2016-09-12T06:10:00.000Z,9.0152631579,12.2368421053,9.6694736842,12.838,12.5105
2016-09-12T06:20:00.000Z,8.4305,11.8731578947,9.0945,12.3657894737,12.1189473684
2016-09-12T06:30:00.000Z,8.1452631579,11.2485,8.5721052632,11.9705263158,11.6545
2016-09-12T06:40:00.000Z,7.8036842105,11.0305555556,7.9889473684,11.624,11.2631578947
2016-09-12T06:50:00.000Z,7.656,10.9935,7.999,11.3705,11.1884210526
2016-09-12T07:00:00.000Z,7.4133333333,10.7284210526,7.7984210526,11.2285,10.8305
2016-09-12T07:10:00.000Z,7.2195,10.7289473684,7.742,11.1131578947,10.6631578947
2016-09-12T07:20:00.000Z,7.0115789474,10.5055,7.5852631579,10.8663157895,10.587
2016-09-12T07:30:00.000Z,7.0565,10.5352631579,7.679,10.9525,10.7068421053
2016-09-12T07:40:00.000Z,7.1510526316,10.7185,7.6747368421,11.0389473684,10.8505
2016-09-12T07:50:00.000Z,7.2468421053,10.6547368421,7.6731578947,11.127,10.8915
2016-09-12T08:00:00.000Z,7.34,10.7805263158,7.9565,11.1894736842,10.9426315789
2016-09-12T08:10:00.000Z,7.3957894737,10.9425,7.8978947368,11.2963157895,10.901
2016-09-12T08:20:00.000Z,7.3005,10.7921052632,7.9025,11.1375,10.9952631579
2016-09-12T08:30:00.000Z,7.2468421053,10.6426315789,7.743,11.1352631579,10.973
2016-09-12T08:40:00.000Z,7.3410526316,10.619,7.7305263158,11.1884210526,11.015
2016-09-12T08:50:00.000Z,7.3436842105,10.4865,7.9557894737,11.096,10.9631578947
2016-09-12T09:00:00.000Z,7.351,10.5575,7.8873684211,11.0594736842,10.93
2016-09-12T09:10:00.000Z,7.1073684211,10.536,7.7978947368,10.9536842105,10.8415
2016-09-12T09:20:00.000Z,7.087,10.4278947368,7.646,10.7605,10.7605
2016-09-12T09:30:00.000Z,6.831,10.12,7.3947368421,10.6736842105,10.4755
2016-09-12T09:40:00.000Z,6.7973684211,10.0385,7.2916666667,10.6785,10.537
2016-09-12T09:50:00.000Z,6.8273684211,10.105,7.3057894737,10.618,10.5263157895
2016-09-12T10:00:00.000Z,6.964,10.4510526316,7.657,10.8126315789,10.6426315789
2016-09-12T10:10:00.000Z,7.1405263158,10.6885,7.7526315789,10.9310526316,10.8415
2016-09-12T10:20:00.000Z,7.0747368421,10.5055,7.635,10.902,10.6636842105
2016-09-12T10:30:00.000Z,7.036,10.424,7.5957894737,10.8678947368,10.578
2016-09-12T10:40:00.000Z,7.2573684211,10.5247368421,7.8595,10.963,10.852
2016-09-12T10:50:00.000Z,7.5445,10.6215789474,8.7225,11.2521052632,10.9421052632
2016-09-12T11:00:00.000Z,8.2115789474,11.086,9.9055,11.7644444444,11.41
2016-09-12T11:10:00.000Z,8.8685,11.7231578947,10.96,12.337,11.9368421053
2016-09-12T11:20:00.000Z,9.7425,12.4595,12.259,13.184,12.6031578947
2016-09-12T11:30:00.000Z,10.3757894737,13.2031578947,13.0452631579,13.7115,13.2135
2016-09-12T11:40:00.000Z,10.821,13.7268421053,13.366,14.2642105263,13.6963157895
2016-09-12T11:50:00.000Z,11.5189473684,14.454,14.4131578947,14.8515789474,14.16
2016-09-12T12:00:00.000Z,12.1325,15.2047368421,15.1184210526,15.6015,15.0442105263
2016-09-12T12:10:00.000Z,12.948,16.0695,16.294,16.4263157895,15.9110526316
2016-09-12T12:20:00.000Z,13.91,17.3489473684,17.4936842105,17.3810526316,16.937
2016-09-12T12:30:00.000Z,14.8715,18.3694444444,18.5425,18.5455,18.1189473684
2016-09-12T12:40:00.000Z,15.5463157895,19.2765,19.3115789474,19.1242105263,18.8578947368
2016-09-12T12:50:00.000Z,16.4468421053,20.2173684211,20.2752631579,20.05,19.9255
2016-09-12T13:00:00.000Z,16.968,20.7436842105,20.1715,20.753,20.3557894737
2016-09-12T13:10:00.000Z,17.6694736842,21.395,21.0810526316,21.2242105263,21.3125
2016-09-12T13:20:00.000Z,18.1831578947,22.6163157895,21.7989473684,22.076,22.2075
2016-09-12T13:30:00.000Z,18.636,23.437,22.546,22.4889473684,22.7552631579
2016-09-12T13:40:00.000Z,19.2105263158,24.3615789474,23.1226315789,23.1094736842,23.7835
2016-09-12T13:50:00.000Z,20.201,25.3115,23.652,24.1385,24.6966666667
2016-09-12T14:00:00.000Z,20.2694736842,24.9095,23.1833333333,24.4784210526,24.84
2016-09-12T14:10:00.000Z,20.4742105263,25.1278947368,22.9110526316,24.4363157895,25.1810526316
2016-09-12T14:20:00.000Z,21.028,25.5852631579,22.9725,25.1115,25.7778947368
2016-09-12T14:30:00.000Z,20.9042105263,25.363,22.3605263158,24.9894736842,25.515
2016-09-12T14:40:00.000Z,21.2784210526,25.3610526316,22.0233333333,25.0426315789,25.5616666667
2016-09-12T14:50:00.000Z,21.3757894737,25.2647368421,21.9326315789,25.19,25.5865
2016-09-12T15:00:00.000Z,21.689,25.3068421053,22.302,25.5875,25.8942105263
2016-09-12T15:10:00.000Z,21.9957894737,25.4135,22.6,25.8321052632,26.226
2016-09-12T15:20:00.000Z,22.2742105263,25.81,23.0784210526,25.994,26.633
2016-09-12T15:30:00.000Z,22.2075,25.8957894737,23.0795,26.1310526316,26.6452631579
2016-09-12T15:40:00.000Z,22.3378947368,25.7795,23.5352631579,26.2384210526,26.94
2016-09-12T15:50:00.000Z,22.4161111111,25.9057894737,23.6942105263,26.3895,27.1794736842
2016-09-12T16:00:00.000Z,22.757,25.82,24.1535,26.5222222222,27.3515789474
2016-09-12T16:10:00.000Z,23.1626315789,26.0945,24.4226315789,26.9547368421,27.8326315789
2016-09-12T16:20:00.000Z,23.7616666667,26.6344444444,25.035,27.6194736842,28.6789473684
2016-09-12T16:30:00.000Z,23.662,26.5005,24.7165,27.1584210526,27.9157894737
2016-09-12T16:40:00.000Z,23.8468421053,26.9895,24.5905263158,27.3936842105,28.6365
2016-09-12T16:50:00.000Z,24.637,27.5595,25.0525,28.1588888889,29.3742105263
2016-09-12T17:00:00.000Z,25.13,28.0242105263,25.7075,28.5035,29.6442105263
2016-09-12T17:10:00.000Z,25.6605263158,28.1475,26.0478947368,28.6142105263,29.7410526316
2016-09-12T17:20:00.000Z,25.8815,28.6352631579,26.2157894737,28.9021052632,30.1245
2016-09-12T17:30:00.000Z,26.0236842105,28.6568421053,26.391,28.84,30.04
2016-09-12T17:40:00.000Z,26.2065,28.6457894737,26.62,29.0194736842,30.0716666667
2016-09-12T17:50:00.000Z,26.4872222222,29.29,27.2188888889,29.0511111111,30.3405263158
2016-09-12T18:00:00.000Z,26.645,29.3752631579,27.391,29.2565,30.4789473684
2016-09-12T18:10:00.000Z,26.5484210526,29.6965,27.55,29.1088888889,30.4368421053
2016-09-12T18:20:00.000Z,26.6984210526,29.6663157895,27.9310526316,29.2111111111,30.673
2016-09-12T18:30:00.000Z,27.1088888889,29.9027777778,28.3921052632,29.2026315789,30.9077777778
2016-09-12T18:40:00.000Z,27.2135,30.3389473684,28.489,29.4405263158,31.2389473684
2016-09-12T18:50:00.000Z,26.8921052632,30.1345,28.3131578947,29.1594736842,30.755
2016-09-12T19:00:00.000Z,27.2347368421,30.7684210526,28.7726315789,29.3095,31.3773684211
2016-09-12T19:10:00.000Z,27.4964705882,30.8129411765,29.1122222222,29.5522222222,31.2911764706
2016-09-12T19:20:00.000Z,27.3445,30.5657894737,28.9173684211,29.3426315789,31.0036842105
2016-09-12T19:30:00.000Z,27.37,30.7838888889,28.6936842105,29.3852631579,31.4110526316
2016-09-12T19:40:00.000Z,27.6189473684,30.8575,28.8605263158,29.369,31.6275
2016-09-12T19:50:00.000Z,27.1589473684,30.2226315789,28.8847368421,29.2894736842,31.0142105263
2016-09-12T20:00:00.000Z,26.572,30.2010526316,28.4345,29.1545,30.7263157895
2016-09-12T20:10:00.000Z,26.8694736842,30.591,28.5384210526,29,30.8968421053
2016-09-12T20:20:00.000Z,27.131,30.4689473684,28.7125,29.043,30.9394736842
2016-09-12T20:30:00.000Z,26.6978947368,30.1678947368,28.5031578947,29.1055,30.6735
2016-09-12T20:40:00.000Z,26.1847368421,29.4725,27.88,28.6352631579,30.1147368421
2016-09-12T20:50:00.000Z,26.0231578947,30.1042105263,27.645,28.3252631579,29.7936842105
2016-09-12T21:00:00.000Z,26.542,30.2657894737,28.3825,28.7927777778,30.1627777778
2016-09-12T21:10:00.000Z,25.7889473684,29.0835,27.3263157895,28.4536842105,29.4826315789
2016-09-12T21:20:00.000Z,25.1157894737,28.7,26.5426315789,27.8221052632,28.607
2016-09-12T21:30:00.000Z,25.3289473684,28.85,26.9005,28.027,28.6684210526
2016-09-12T21:40:00.000Z,24.6068421053,28.087,25.8589473684,27.3515789474,27.6931578947
2016-09-12T21:50:00.000Z,23.1525,26.7936842105,24.3325,26.1952631579,26.3873684211
2016-09-12T22:00:00.000Z,20.8815789474,25.0431578947,21.7255,24.7231578947,24.6655
2016-09-12T22:10:00.000Z,18.168,22.0931578947,18.722,22.5125,21.7284210526
2016-09-12T22:20:00.000Z,15.999,19.3575,16.4631578947,20.11,19.4247368421
2016-09-12T22:30:00.000Z,14.5847368421,18.1175,15.0736842105,18.4826315789,17.8835
2016-09-12T22:40:00.000Z,13.8472222222,17.3516666667,14.2552631579,17.7221052632,17.1711111111
2016-09-12T22:50:00.000Z,12.5705263158,16.0095,13.1305,16.4484210526,15.8252631579
2016-09-12T23:00:00.000Z,11.5310526316,14.7231578947,12.1368421053,15.3973684211,14.7375
2016-09-12T23:10:00.000Z,10.7289473684,13.8347368421,11.1831578947,14.3284210526,13.8989473684
2016-09-12T23:20:00.000Z,11.1447368421,14.4657894737,11.5089473684,14.881,14.6489473684
2016-09-12T23:30:00.000Z,10.6175,14.2495,10.9395,14.4452631579,14.1447368421
2016-09-12T23:40:00.000Z,10.0895,13.47,10.3215,13.8563157895,13.6505
2016-09-12T23:50:00.000Z,10.6685,13.3631578947,11.002,14.413,14.3389473684
2016-09-13T00:00:00.000Z,11.146,13.925,11.4410526316,14.9257894737,14.7885
2016-09-13T00:10:00.000Z,11.3815789474,14.1247368421,11.6344444444,15.3695,15.1294736842
2016-09-13T00:20:00.000Z,11.441,14.2842105263,11.8315,15.1515789474,15.0863157895
2016-09-13T00:30:00.000Z,11.3052631579,14.1795,11.7411111111,15.1805555556,15.0845
2016-09-13T00:40:00.000Z,11.0445,13.7273684211,11.555,14.8605,14.7021052632
2016-09-13T00:50:00.000Z,10.5242105263,13.416,10.9489473684,14.3373684211,14.1126315789
2016-09-13T01:00:00.000Z,10.92,14.017,11.3068421053,14.3052631579,14.292
2016-09-13T01:10:00.000Z,13.1425,15.8784210526,13.7165,16.4075,16.335
2016-09-13T01:20:00.000Z,13.549,16.847,14.0857894737,17.0163157895,16.5757894737
2016-09-13T01:30:00.000Z,12.9884210526,16.2757894737,13.577,16.4175,15.9885
2016-09-13T01:40:00.000Z,12.4842105263,15.7505263158,13.0910526316,15.8583333333,15.4184210526
2016-09-13T01:50:00.000Z,11.9085,15.6225,12.4515789474,15.3010526316,14.9678947368
2016-09-13T02:00:00.000Z,11.7984210526,15.196,12.3157894737,15.2252631579,14.9215
2016-09-13T02:10:00.000Z,11.4205,14.942,11.832,14.911,14.6052631579
2016-09-13T02:20:00.000Z,11.1573684211,15.064,11.5636842105,14.7285,14.566
2016-09-13T02:30:00.000Z,10.8873684211,14.7394444444,11.2842105263,14.4425,14.2205263158
2016-09-13T02:40:00.000Z,10.4345,14.2405,10.8745,14.085,13.8347368421
2016-09-13T02:50:00.000Z,9.8073684211,13.3647368421,10.0545,13.4065,13.1525
2016-09-13T03:00:00.000Z,9.1435,12.7331578947,9.531,12.633,12.5705263158
2016-09-13T03:10:00.000Z,9.0042105263,12.552,9.2547368421,12.4089473684,12.234
2016-09-13T03:20:00.000Z,9.204,12.8931578947,9.5705263158,12.776,12.6021052632
2016-09-13T03:30:00.000Z,9.673,13.4785,10.0015,13.3155,12.8926315789
2016-09-13T03:40:00.000Z,9.9147368421,13.5905,10.0863157895,13.5773684211,13.2225
2016-09-13T03:50:00.000Z,9.4536842105,13.2347368421,9.6021052632,12.9585,12.4752631579
2016-09-13T04:00:00.000Z,8.848,12.4685,8.9135,12.2689473684,11.8842105263
2016-09-13T04:10:00.000Z,7.9847368421,11.919,8.0845,11.5725,11.2685
2016-09-13T04:20:00.000Z,7.6975,10.8884210526,7.9995,11.461,10.9305263158
2016-09-13T04:30:00.000Z,7.2678947368,10.801,7.6068421053,11.23,10.6985
2016-09-13T04:40:00.000Z,6.2615789474,10.1826315789,6.4978947368,10.283,9.8184210526
2016-09-13T04:50:00.000Z,6.059,9.896,5.997,10.0110526316,9.9252631579
